1687683402979|16|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table member cascade constraints|     drop table member cascade constraints
1687956540300|10|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table delivery (        delivery_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         status varchar2(255 char),         primary key (delivery_id)     )|     create table delivery (        delivery_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         status varchar2(255 char),         primary key (delivery_id)     )
1687956540314|13|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table item (        dtype varchar2(31 char) not null,         item_id number(19,0) not null,         name varchar2(255 char),         price number(10,0) not null,         stock_quantity number(10,0) not null,         artist varchar2(255 char),         exc varchar2(255 char),         author varchar2(255 char),         isbn varchar2(255 char),         actor varchar2(255 char),         director varchar2(255 char),         primary key (item_id)     )|     create table item (        dtype varchar2(31 char) not null,         item_id number(19,0) not null,         name varchar2(255 char),         price number(10,0) not null,         stock_quantity number(10,0) not null,         artist varchar2(255 char),         exc varchar2(255 char),         author varchar2(255 char),         isbn varchar2(255 char),         actor varchar2(255 char),         director varchar2(255 char),         primary key (item_id)     )
1687956540327|11|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table member (        member_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         username varchar2(255 char),         primary key (member_id)     )|     create table member (        member_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         username varchar2(255 char),         primary key (member_id)     )
1687956540345|18|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table order_item (        order_item_id number(19,0) not null,         count number(10,0) not null,         order_price number(10,0) not null,         item_id number(19,0),         order_id number(19,0),         primary key (order_item_id)     )|     create table order_item (        order_item_id number(19,0) not null,         count number(10,0) not null,         order_price number(10,0) not null,         item_id number(19,0),         order_id number(19,0),         primary key (order_item_id)     )
1687956540357|11|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table orders (        order_id number(19,0) not null,         order_date timestamp,         status varchar2(255 char),         delivery_id number(19,0),         member_id number(19,0),         primary key (order_id)     )|     create table orders (        order_id number(19,0) not null,         order_date timestamp,         status varchar2(255 char),         delivery_id number(19,0),         member_id number(19,0),         primary key (order_id)     )
1687956540372|14|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category
1687956540382|9|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item
1687956540398|15|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category
1687956540415|16|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item
1687956540429|13|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders
1687956540439|10|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery
1687956540449|9|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member
1687956542956|1|rollback|connection 3|url jdbc:oracle:thin:@localhost:1521:xe||
1687956543111|0|rollback|connection 4|url jdbc:oracle:thin:@localhost:1521:xe||
1687956706800|13|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table category cascade constraints|     drop table category cascade constraints
1687956706811|9|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table category_item cascade constraints|     drop table category_item cascade constraints
1687956706823|11|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table delivery cascade constraints|     drop table delivery cascade constraints
1687956706838|15|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table item cascade constraints|     drop table item cascade constraints
1687956706850|11|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table member cascade constraints|     drop table member cascade constraints
1687956706865|14|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table order_item cascade constraints|     drop table order_item cascade constraints
1687956706876|10|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table orders cascade constraints|     drop table orders cascade constraints
1687956706880|3|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop sequence hibernate_sequence|     drop sequence hibernate_sequence
1687956706886|2|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|create sequence hibernate_sequence start with 1 increment by  1|create sequence hibernate_sequence start with 1 increment by  1
1687956706899|12|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table category (        category_id number(19,0) not null,         name varchar2(255 char),         parent_id number(19,0),         primary key (category_id)     )|     create table category (        category_id number(19,0) not null,         name varchar2(255 char),         parent_id number(19,0),         primary key (category_id)     )
1687956706908|8|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table category_item (        category_id number(19,0) not null,         item_id number(19,0) not null     )|     create table category_item (        category_id number(19,0) not null,         item_id number(19,0) not null     )
